Month,Incident Number,Date of Incident,Day of Week,Number of Victims under 18,Number of Victims over 18,Number of Offenders under 18,Number of Offenders over 18,Race/Ethnicity of Offenders,Offense(s),Offense Location,Bias,Zip Code,APD Sector,Council District
Jun,2017-419205,11-09-2017 00:00,Wed,1,0,1,1,Hispanic,Burglary,Park/Playground,Anti-Jewish,78704,Edward,9
Mar,2017-558675,10/30/2017 12:00:00 AM,Sun,0,2,1,0,Other,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78702,Charlie,5
May,2017-179711,05-12-2017 00:00,Thu,2,2,1,3,White/Not Hispanic,Robbery,School/College,Anti-Jewish,78701,Charlie,6
Jul,2017-909843,04/30/2017 12:00:00 AM,Sat,1,3,0,1,Other,Robbery,School/College,Anti-Hispanic,78704,David,3
Jul,2017-956065,07-07-2017 00:00,Thu,2,2,0,2,Asian,Vandalism,Other,Anti-Other,78705,Henry,8
Jul,2017-683000,05-12-2017 00:00,Thu,1,1,1,2,Asian,Theft,School/College,Anti-White,78701,Charlie,10
Jun,2017-100750,04/18/2017 12:00:00 AM,Mon,1,0,1,2,Asian,Aggravated Assault,Store/Shop,Anti-Jewish,78705,Charlie,3
Dec,2017-197222,01-05-2017 00:00,Wed,0,2,2,0,White/Not Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78705,Henry,7
Dec,2017-303783,10/21/2017 12:00:00 AM,Fri,2,2,1,2,Unknown,Robbery,Other,Anti-Other,78757,Henry,8
May,2017-709637,05/22/2017 12:00:00 AM,Sun,2,1,0,3,Unknown,Robbery,Other,Anti-Other,78701,David,3
Sep,2017-250474,08/20/2017 12:00:00 AM,Sat,2,0,2,3,Black or African American/Not Hispanic,Vandalism,School/College,Anti-Jewish,78704,Edward,8
Nov,2017-625260,02/23/2017 12:00:00 AM,Wed,0,2,1,3,Asian,Destruction,School/College,Anti-Asian,78702,Edward,4
Apr,2017-850405,03/14/2017 12:00:00 AM,Mon,2,1,1,1,Unknown,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-White,78701,Henry,10
Jul,2017-694932,07-10-2017 00:00,Sun,2,1,1,2,Hispanic,Vandalism,Other,Anti-Asian,78705,Edward,9
Sep,2017-108142,10-05-2017 00:00,Wed,0,3,2,2,Hispanic,Destruction,Store/Shop,Anti-Hispanic,78701,Charlie,10
Sep,2017-101126,05-09-2017 00:00,Mon,0,1,2,1,Unknown,Aggravated Assault,Home/Residence,Anti-Black or African American,78705,Edward,8
Dec,2017-189746,01/15/2017 12:00:00 AM,Sat,2,0,2,2,Hispanic,Aggravated Assault,Park/Playground,Anti-Hispanic,78705,Henry,7
Nov,2017-396819,09/19/2017 12:00:00 AM,Mon,2,0,2,1,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78704,Charlie,5
Sep,2017-402539,04/21/2017 12:00:00 AM,Thu,2,3,1,0,Hispanic,Theft,Store/Shop,Anti-Asian,78757,Henry,5
Oct,2017-995248,09-06-2017 00:00,Tue,2,1,0,2,White/Not Hispanic,Theft,Park/Playground,Anti-Black or African American,78701,Ida,3
Sep,2017-480525,02-12-2017 00:00,Sat,0,2,1,0,Hispanic,Robbery,Other,Anti-Other,78701,Charlie,2
Aug,2017-445660,03/13/2017 12:00:00 AM,Sun,0,2,0,2,Other,Robbery,Park/Playground,Anti-White,78757,Edward,7
Jul,2017-285754,07-03-2017 00:00,Sun,2,3,2,3,Unknown,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,Henry,5
Jul,2017-849021,11/15/2017 12:00:00 AM,Tue,2,3,1,0,Other,Aggravated Assault,Home/Residence,Anti-Black or African American,78757,Henry,6
May,2017-584407,10/19/2017 12:00:00 AM,Wed,2,0,1,1,Black or African American/Not Hispanic,Burglary,Home/Residence,Anti-Jewish,78704,David,5
Dec,2017-573543,05/23/2017 12:00:00 AM,Mon,0,3,2,0,Black or African American/Not Hispanic,Theft,Other,Anti-Hispanic,78701,Edward,5
Aug,2017-869163,02-04-2017 00:00,Fri,0,3,2,1,Asian,Destruction,Other,Anti-Asian,78701,Ida,10
Apr,2017-239063,09/22/2017 12:00:00 AM,Thu,0,0,1,3,Asian,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78701,Ida,3
Jan,2017-993884,12/30/2017 12:00:00 AM,Fri,0,2,2,3,Hispanic,Destruction,Park/Playground,Anti-Asian,78704,Ida,8
Jul,2017-839506,10-02-2017 00:00,Sun,1,1,0,2,Hispanic,Theft,Home/Residence,Anti-Other,78705,Ida,2
Sep,2017-106235,09/14/2017 12:00:00 AM,Wed,1,1,1,1,Other,Theft,School/College,Anti-White,78705,Ida,3
Jun,2017-923353,02/20/2017 12:00:00 AM,Sun,2,1,2,0,Asian,Robbery,Park/Playground,Anti-Asian,78757,Henry,4
Sep,2017-905916,11-06-2017 00:00,Sun,2,1,2,0,Asian,Vandalism,Home/Residence,Anti-Asian,78701,Ida,8
Jan,2017-588213,06/19/2017 12:00:00 AM,Sun,0,0,2,2,Asian,Vandalism,Store/Shop,Anti-Other,78705,Henry,5
Sep,2017-395085,10/20/2017 12:00:00 AM,Thu,0,3,2,1,White/Not Hispanic,Destruction,School/College,Anti-White,78702,Charlie,5
Jul,2017-703619,08/19/2017 12:00:00 AM,Fri,1,1,2,0,Hispanic,Theft,Store/Shop,Anti-Hispanic,78757,Henry,4
May,2017-500196,09/15/2017 12:00:00 AM,Thu,1,0,2,3,Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-White,78702,David,4
Aug,2017-792137,01-12-2017 00:00,Wed,1,1,1,3,Other,Vandalism,Home/Residence,Anti-White,78701,Ida,2
Oct,2017-199676,04/22/2017 12:00:00 AM,Fri,1,0,1,3,Other,Vandalism,Park/Playground,Anti-White,78757,Henry,3
Nov,2017-796393,12/30/2017 12:00:00 AM,Fri,2,1,2,2,Unknown,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78701,Ida,2
Oct,2017-241737,10-11-2017 00:00,Tue,2,1,1,2,White/Not Hispanic,Robbery,Park/Playground,Anti-Black or African American,78701,Henry,7
Nov,2017-552758,02-04-2017 00:00,Fri,2,0,1,3,White/Not Hispanic,Theft,Park/Playground,Anti-Asian,78757,Edward,10
Mar,2017-593489,08/15/2017 12:00:00 AM,Mon,2,2,1,3,Black or African American/Not Hispanic,Destruction,Home/Residence,Anti-White,78704,Ida,9
Dec,2017-214678,02/25/2017 12:00:00 AM,Fri,1,0,1,2,Black or African American/Not Hispanic,Destruction,Park/Playground,Anti-Asian,78705,Henry,3
Jan,2017-368964,07/13/2017 12:00:00 AM,Wed,1,2,0,1,Unknown,Vandalism,Store/Shop,Anti-Black or African American,78705,Henry,6
Feb,2017-177876,03-06-2017 00:00,Sun,0,2,1,2,Hispanic,Theft,Store/Shop,Anti-White,78705,Edward,9
Feb,2017-208708,12-07-2017 00:00,Wed,0,1,2,2,Black or African American/Not Hispanic,Destruction,Park/Playground,Anti-Asian,78702,Ida,6
Aug,2017-639687,04/26/2017 12:00:00 AM,Tue,2,1,2,3,Unknown,Destruction,Store/Shop,Anti-White,78704,David,2
Oct,2017-210012,07/30/2017 12:00:00 AM,Sat,1,3,2,1,Black or African American/Not Hispanic,Aggravated Assault,School/College,Anti-White,78702,David,10
Dec,2017-243540,11/19/2017 12:00:00 AM,Sat,0,2,0,0,Hispanic,Aggravated Assault,Home/Residence,Anti-Other,78757,David,2
Dec,2017-776039,11/23/2017 12:00:00 AM,Wed,0,3,2,1,Hispanic,Theft,Other,Anti-Other,78701,Charlie,3
May,2017-824954,10/30/2017 12:00:00 AM,Sun,1,2,0,2,Unknown,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-White,78705,Henry,8
Jun,2017-273715,12-05-2017 00:00,Mon,0,3,2,3,Asian,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78701,Ida,6
Dec,2017-150531,06/25/2017 12:00:00 AM,Sat,1,0,2,3,White/Not Hispanic,Theft,Park/Playground,Anti-Jewish,78701,Ida,7
Feb,2017-440779,01-05-2017 00:00,Wed,2,0,0,1,Asian,Destruction,Home/Residence,Anti-Other,78704,David,7
Apr,2017-346014,02/24/2017 12:00:00 AM,Thu,2,0,0,2,White/Not Hispanic,Robbery,Store/Shop,Anti-Other,78701,Henry,2
Mar,2017-762994,02-07-2017 00:00,Mon,1,1,2,3,Hispanic,Aggravated Assault,Other,Anti-Asian,78705,Charlie,9
Mar,2017-991661,05/13/2017 12:00:00 AM,Fri,1,3,0,1,Hispanic,Aggravated Assault,Home/Residence,Anti-Hispanic,78757,Henry,7
Mar,2017-574913,06-02-2017 00:00,Thu,2,2,2,3,White/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Jewish,78701,Edward,2
Nov,2017-392108,10/25/2017 12:00:00 AM,Tue,2,3,1,1,Black or African American/Not Hispanic,Vandalism,School/College,Anti-Black or African American,78701,Edward,1
Dec,2017-386741,04/29/2017 12:00:00 AM,Fri,2,0,1,0,Black or African American/Not Hispanic,Burglary,Other,Anti-White,78704,Charlie,4
Jul,2017-794940,06-02-2017 00:00,Thu,0,1,1,1,White/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,David,8
Jul,2017-638747,08/25/2017 12:00:00 AM,Thu,0,2,0,2,Unknown,Robbery,School/College,Anti-White,78757,Charlie,5
Aug,2017-351531,07/19/2017 12:00:00 AM,Tue,1,2,0,3,White/Not Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78757,Ida,7
May,2017-859690,12/21/2017 12:00:00 AM,Wed,1,0,1,1,Black or African American/Not Hispanic,Destruction,Store/Shop,Anti-Jewish,78704,David,4
Mar,2017-269552,08-01-2017 00:00,Mon,0,0,2,2,Black or African American/Not Hispanic,Theft,Home/Residence,Anti-Asian,78702,Edward,10
Feb,2017-112217,05/28/2017 12:00:00 AM,Sat,2,3,1,1,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78701,Ida,7
Nov,2017-762985,08/28/2017 12:00:00 AM,Sun,1,2,2,2,Other,Destruction,Other,Anti-Other,78701,Charlie,2
Jul,2017-586917,03/19/2017 12:00:00 AM,Sat,1,3,1,1,Unknown,Robbery,Store/Shop,Anti-White,78705,Charlie,9
Aug,2017-406810,12/18/2017 12:00:00 AM,Sun,1,3,2,1,Hispanic,Theft,School/College,Anti-Jewish,78702,Edward,8
Feb,2017-222796,09/14/2017 12:00:00 AM,Wed,0,1,2,3,White/Not Hispanic,Robbery,School/College,Anti-Hispanic,78702,Charlie,5
Apr,2017-950364,02/26/2017 12:00:00 AM,Sat,2,3,2,1,Black or African American/Not Hispanic,Vandalism,School/College,Anti-Other,78704,Charlie,8
Aug,2017-611450,09/26/2017 12:00:00 AM,Mon,2,0,0,3,White/Not Hispanic,Destruction,Store/Shop,Anti-Jewish,78702,Edward,3
Feb,2017-707417,08/25/2017 12:00:00 AM,Thu,0,0,1,1,Hispanic,Burglary,Store/Shop,Anti-Other,78701,Edward,2
Mar,2017-878801,12-06-2017 00:00,Tue,1,1,2,1,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78705,Charlie,8
Feb,2017-804025,11-02-2017 00:00,Wed,1,0,1,3,White/Not Hispanic,Robbery,Park/Playground,Anti-Asian,78701,Edward,6
Jul,2017-820964,06/21/2017 12:00:00 AM,Tue,1,2,0,0,Unknown,Burglary,Park/Playground,Anti-White,78704,Charlie,2
Jun,2017-884833,09-07-2017 00:00,Wed,1,3,2,0,Asian,Aggravated Assault,Home/Residence,Anti-Other,78702,Charlie,3
May,2017-563530,10/23/2017 12:00:00 AM,Sun,2,1,1,1,Unknown,Burglary,School/College,Anti-White,78704,Charlie,10
Apr,2017-403394,04/21/2017 12:00:00 AM,Thu,0,2,1,0,Unknown,Robbery,Park/Playground,Anti-Hispanic,78757,Edward,1
Dec,2017-687481,03-02-2017 00:00,Wed,1,3,2,3,White/Not Hispanic,Robbery,Home/Residence,Anti-Black or African American,78704,Edward,1
Feb,2017-398575,04/19/2017 12:00:00 AM,Tue,1,2,0,1,Other,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78704,Charlie,5
Sep,2017-673089,06/20/2017 12:00:00 AM,Mon,1,2,2,3,Asian,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78702,David,10
Dec,2017-227663,09/13/2017 12:00:00 AM,Tue,2,0,1,3,Asian,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78757,Ida,2
Jun,2017-704852,04-12-2017 00:00,Tue,0,3,2,2,Other,Theft,Park/Playground,Anti-Jewish,78704,Henry,4
Oct,2017-444743,08/27/2017 12:00:00 AM,Sat,0,1,0,1,White/Not Hispanic,Aggravated Assault,Other,Anti-Jewish,78705,Charlie,1
Jan,2017-187962,07-09-2017 00:00,Sat,0,1,2,2,Hispanic,Burglary,Store/Shop,Anti-Hispanic,78757,David,4
May,2017-534301,06/13/2017 12:00:00 AM,Mon,0,0,0,1,Hispanic,Robbery,Other,Anti-Other,78705,Charlie,4
Dec,2017-395200,11/24/2017 12:00:00 AM,Thu,0,2,1,0,Asian,Aggravated Assault,Store/Shop,Anti-White,78702,Ida,5
Oct,2017-973867,09/24/2017 12:00:00 AM,Sat,0,2,1,2,Black or African American/Not Hispanic,Aggravated Assault,Other,Anti-Black or African American,78701,Edward,3
Nov,2017-409750,03/13/2017 12:00:00 AM,Sun,1,2,2,0,Other,Theft,Park/Playground,Anti-Hispanic,78757,Henry,6
Nov,2017-956388,06/30/2017 12:00:00 AM,Thu,0,1,2,2,Asian,Theft,Park/Playground,Anti-White,78704,Ida,3
Dec,2017-327244,10/27/2017 12:00:00 AM,Thu,0,3,0,2,Hispanic,Burglary,School/College,Anti-White,78705,Charlie,3
Nov,2017-422234,05-07-2017 00:00,Sat,1,0,1,3,Hispanic,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78701,Charlie,10
Apr,2017-784400,10-11-2017 00:00,Tue,0,2,2,1,Hispanic,Burglary,Other,Anti-Asian,78704,David,5
Jan,2017-281230,07/21/2017 12:00:00 AM,Thu,1,0,1,0,Hispanic,Burglary,Park/Playground,Anti-Hispanic,78704,Charlie,6
Aug,2017-598141,05-05-2017 00:00,Thu,1,0,0,2,Asian,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78705,Ida,4
Apr,2017-749282,07/26/2017 12:00:00 AM,Tue,0,2,2,3,Black or African American/Not Hispanic,Vandalism,Home/Residence,Anti-Hispanic,78702,Ida,9
Jan,2017-842810,09-09-2017 00:00,Fri,2,3,1,2,White/Not Hispanic,Theft,Park/Playground,Anti-Other,78704,David,9
Jan,2017-688155,07/24/2017 12:00:00 AM,Sun,1,2,1,0,Unknown,Destruction,School/College,Anti-Asian,78701,Ida,2
May,2017-885086,05/19/2017 12:00:00 AM,Thu,1,2,1,3,White/Not Hispanic,Destruction,Home/Residence,Anti-Hispanic,78702,Edward,5
Oct,2017-349945,12-06-2017 00:00,Tue,2,0,0,2,Unknown,Aggravated Assault,Home/Residence,Anti-Jewish,78702,Edward,1
Jan,2017-247486,01/31/2017 12:00:00 AM,Mon,2,0,0,2,White/Not Hispanic,Vandalism,School/College,Anti-Black or African American,78705,David,6
Apr,2017-691272,05/17/2017 12:00:00 AM,Tue,0,1,1,2,Black or African American/Not Hispanic,Burglary,Store/Shop,Anti-Jewish,78757,Ida,5
Aug,2017-701946,08-11-2017 00:00,Thu,0,0,0,3,Hispanic,Vandalism,Other,Anti-Asian,78701,Edward,7
Feb,2017-926728,12/29/2017 12:00:00 AM,Thu,0,1,1,0,Hispanic,Theft,Park/Playground,Anti-Hispanic,78702,Ida,10
Jan,2017-795510,07/25/2017 12:00:00 AM,Mon,1,2,0,2,White/Not Hispanic,Theft,School/College,Anti-Hispanic,78757,Ida,1
Oct,2017-549645,02/24/2017 12:00:00 AM,Thu,2,3,2,2,Asian,Vandalism,School/College,Anti-Other,78757,Edward,2
Jul,2017-107517,12-05-2017 00:00,Mon,2,1,0,3,Unknown,Theft,Other,Anti-Other,78701,Charlie,6
Feb,2017-471143,11-03-2017 00:00,Thu,1,0,2,1,Unknown,Robbery,Park/Playground,Anti-Hispanic,78701,David,1
Nov,2017-231130,03-03-2017 00:00,Thu,0,1,0,1,Asian,Vandalism,Park/Playground,Anti-White,78704,David,10
Aug,2017-728954,02-08-2017 00:00,Tue,1,2,0,1,Black or African American/Not Hispanic,Aggravated Assault,Other,Anti-Black or African American,78701,Charlie,4
May,2017-533611,07-11-2017 00:00,Mon,2,1,0,3,Unknown,Theft,Other,Anti-Other,78702,Charlie,10
Jul,2017-498191,09/23/2017 12:00:00 AM,Fri,2,3,2,2,Hispanic,Theft,Store/Shop,Anti-White,78704,Charlie,6
Apr,2017-503567,06/28/2017 12:00:00 AM,Tue,0,0,2,3,Other,Burglary,School/College,Anti-Asian,78701,Edward,8
Mar,2017-395863,04-08-2017 00:00,Fri,1,1,2,3,Black or African American/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Other,78704,David,7
Oct,2017-193645,03/25/2017 12:00:00 AM,Fri,0,1,0,1,Other,Destruction,Park/Playground,Anti-Jewish,78704,Edward,3
Nov,2017-956355,05-06-2017 00:00,Fri,1,1,1,0,White/Not Hispanic,Burglary,Other,Anti-Jewish,78705,Henry,1
Dec,2017-282699,04-11-2017 00:00,Mon,1,2,0,0,White/Not Hispanic,Theft,School/College,Anti-Hispanic,78757,Edward,1
Apr,2017-436858,03-06-2017 00:00,Sun,2,3,0,3,Black or African American/Not Hispanic,Burglary,Home/Residence,Anti-Jewish,78702,Henry,5
Sep,2017-963465,02/22/2017 12:00:00 AM,Tue,0,2,1,0,Unknown,Theft,Park/Playground,Anti-Jewish,78702,Henry,3
Mar,2017-357343,04-04-2017 00:00,Mon,0,0,2,2,Hispanic,Vandalism,School/College,Anti-White,78757,Ida,1
Mar,2017-133234,12/22/2017 12:00:00 AM,Thu,2,2,2,3,Asian,Aggravated Assault,Other,Anti-Black or African American,78704,Edward,3
Aug,2017-348937,09/15/2017 12:00:00 AM,Thu,2,2,2,2,Other,Theft,Home/Residence,Anti-Other,78705,Ida,5
Sep,2017-628268,11-09-2017 00:00,Wed,1,2,0,0,Other,Aggravated Assault,Park/Playground,Anti-Asian,78705,Edward,4
Oct,2017-183512,04/21/2017 12:00:00 AM,Thu,2,1,2,3,White/Not Hispanic,Burglary,Park/Playground,Anti-Asian,78705,Edward,6
Sep,2017-967422,11/29/2017 12:00:00 AM,Tue,2,1,2,2,White/Not Hispanic,Vandalism,Other,Anti-Hispanic,78701,Charlie,9
Sep,2017-137941,04/25/2017 12:00:00 AM,Mon,0,0,2,3,Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-White,78702,Ida,8
Jan,2017-140101,11/29/2017 12:00:00 AM,Tue,0,2,1,2,Hispanic,Destruction,Home/Residence,Anti-Jewish,78702,Edward,7
Dec,2017-638551,10-05-2017 00:00,Wed,0,2,0,0,Unknown,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78704,Charlie,6
Aug,2017-797942,10-09-2017 00:00,Sun,0,1,2,0,Black or African American/Not Hispanic,Theft,Other,Anti-Hispanic,78757,Edward,6
Feb,2017-526394,03/15/2017 12:00:00 AM,Tue,1,1,2,0,Hispanic,Robbery,School/College,Anti-Black or African American,78705,Edward,8
Oct,2017-725505,10-01-2017 00:00,Sat,1,1,1,1,Black or African American/Not Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-White,78701,Henry,7
Nov,2017-347523,05-09-2017 00:00,Mon,1,2,2,0,Hispanic,Robbery,Home/Residence,Anti-White,78705,Charlie,5
May,2017-317234,08/21/2017 12:00:00 AM,Sun,0,3,2,2,Unknown,Destruction,Other,Anti-Other,78702,Henry,1
Dec,2017-537963,10-09-2017 00:00,Sun,0,0,1,0,Unknown,Burglary,Store/Shop,Anti-White,78702,Henry,6
Sep,2017-491459,02-12-2017 00:00,Sat,1,2,0,3,Asian,Robbery,Park/Playground,Anti-Asian,78705,Edward,2
Jun,2017-771985,11-02-2017 00:00,Wed,0,1,2,1,Unknown,Burglary,Store/Shop,Anti-Jewish,78757,Ida,9
Feb,2017-154463,05/27/2017 12:00:00 AM,Fri,0,3,1,2,Black or African American/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78757,Charlie,5
Mar,2017-100529,10/29/2017 12:00:00 AM,Sat,0,2,2,1,Black or African American/Not Hispanic,Destruction,Park/Playground,Anti-Hispanic,78757,Ida,4
Dec,2017-887483,08/22/2017 12:00:00 AM,Mon,1,3,0,2,White/Not Hispanic,Destruction,Home/Residence,Anti-White,78757,David,4
Sep,2017-572714,02-04-2017 00:00,Fri,0,0,1,0,Asian,Burglary,Other,Anti-Hispanic,78705,Edward,6
Sep,2017-498346,10/17/2017 12:00:00 AM,Mon,1,3,1,1,Black or African American/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-White,78757,David,7
May,2017-698238,02-03-2017 00:00,Thu,1,1,0,2,White/Not Hispanic,Robbery,Home/Residence,Anti-Jewish,78757,Henry,2
Oct,2017-387382,05/15/2017 12:00:00 AM,Sun,0,2,1,2,Asian,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-White,78704,Ida,7
Dec,2017-810664,03-08-2017 00:00,Tue,1,1,0,0,Asian,Robbery,Home/Residence,Anti-Black or African American,78702,Edward,7
Jan,2017-103989,04-05-2017 00:00,Tue,0,2,1,0,Asian,Theft,Home/Residence,Anti-Jewish,78701,Henry,5
Sep,2017-193816,05-10-2017 00:00,Tue,2,0,1,0,Other,Robbery,School/College,Anti-Black or African American,78702,Charlie,1
Jul,2017-286783,11/27/2017 12:00:00 AM,Sun,0,2,2,2,Hispanic,Destruction,Other,Anti-White,78705,Charlie,1
Nov,2017-287801,09/17/2017 12:00:00 AM,Sat,1,3,2,1,Black or African American/Not Hispanic,Burglary,Home/Residence,Anti-Asian,78757,Ida,7
May,2017-272558,12-06-2017 00:00,Tue,2,0,1,3,Other,Vandalism,Other,Anti-Asian,78705,Ida,7
Jan,2017-188589,10-04-2017 00:00,Tue,1,3,1,1,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78757,Ida,3
Dec,2017-405534,01/24/2017 12:00:00 AM,Mon,0,0,2,2,Asian,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78705,David,10
Oct,2017-472139,06/23/2017 12:00:00 AM,Thu,2,3,1,1,Hispanic,Destruction,Store/Shop,Anti-White,78704,Henry,8
Jul,2017-516619,11/15/2017 12:00:00 AM,Tue,2,2,2,1,Black or African American/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,Edward,2
Dec,2017-870086,06-09-2017 00:00,Thu,1,3,1,3,Asian,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78757,Ida,2
May,2017-557739,09/16/2017 12:00:00 AM,Fri,0,1,0,3,Black or African American/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78701,Henry,8
May,2017-651411,05-03-2017 00:00,Tue,0,2,2,2,Other,Vandalism,Store/Shop,Anti-Hispanic,78757,Edward,6
Jun,2017-928735,12/24/2017 12:00:00 AM,Sat,1,3,2,1,Asian,Destruction,Store/Shop,Anti-Hispanic,78702,Ida,7
May,2017-515385,12-12-2017 00:00,Mon,1,3,0,1,Hispanic,Vandalism,School/College,Anti-Black or African American,78705,David,9
Jul,2017-645192,05-09-2017 00:00,Mon,0,0,0,0,Hispanic,Destruction,Other,Anti-Jewish,78705,Henry,9
Jan,2017-204606,07/15/2017 12:00:00 AM,Fri,1,0,1,1,Hispanic,Theft,Home/Residence,Anti-Other,78704,Ida,3
Jan,2017-869939,06/27/2017 12:00:00 AM,Mon,2,0,2,2,Asian,Robbery,Store/Shop,Anti-White,78702,Ida,7
Oct,2017-234395,02-05-2017 00:00,Sat,1,3,2,3,Black or African American/Not Hispanic,Theft,School/College,Anti-White,78757,Charlie,10
Apr,2017-557754,10-09-2017 00:00,Sun,2,2,2,0,Black or African American/Not Hispanic,Vandalism,Store/Shop,Anti-Hispanic,78705,Henry,6
Jan,2017-446237,07-07-2017 00:00,Thu,2,0,0,3,White/Not Hispanic,Robbery,Other,Anti-Black or African American,78702,Edward,10
Sep,2017-618290,11-09-2017 00:00,Wed,2,3,2,0,Unknown,Burglary,Store/Shop,Anti-White,78702,Ida,9
Jun,2017-667630,10-09-2017 00:00,Sun,0,3,1,0,Unknown,Destruction,Store/Shop,Anti-Asian,78704,Charlie,9
Jul,2017-295991,11-01-2017 00:00,Tue,2,1,0,2,White/Not Hispanic,Aggravated Assault,School/College,Anti-Black or African American,78705,Ida,6
Feb,2017-850085,02/26/2017 12:00:00 AM,Sat,0,3,1,0,Hispanic,Vandalism,Home/Residence,Anti-Other,78704,Ida,4
Dec,2017-604490,06/18/2017 12:00:00 AM,Sat,1,0,0,1,White/Not Hispanic,Robbery,Park/Playground,Anti-Asian,78757,Edward,8
Jun,2017-854366,10-05-2017 00:00,Wed,1,0,1,3,White/Not Hispanic,Robbery,Store/Shop,Anti-Other,78702,David,6
Mar,2017-155361,09/14/2017 12:00:00 AM,Wed,0,2,1,1,Black or African American/Not Hispanic,Burglary,Store/Shop,Anti-Other,78705,Henry,3
May,2017-303854,08/27/2017 12:00:00 AM,Sat,1,0,1,1,Other,Destruction,School/College,Anti-Jewish,78757,David,1
Jul,2017-295470,03/16/2017 12:00:00 AM,Wed,0,2,1,3,Other,Burglary,Store/Shop,Anti-Jewish,78702,Charlie,7
Mar,2017-665789,05-08-2017 00:00,Sun,0,2,0,2,Hispanic,Robbery,School/College,Anti-Jewish,78704,Ida,9
Jan,2017-615297,01/20/2017 12:00:00 AM,Thu,2,1,2,1,Unknown,Destruction,Home/Residence,Anti-Black or African American,78705,Edward,9
Aug,2017-591038,06/22/2017 12:00:00 AM,Wed,2,3,0,2,Other,Destruction,School/College,Anti-White,78701,David,6
Nov,2017-899238,09-11-2017 00:00,Sun,1,3,2,0,Asian,Robbery,School/College,Anti-Black or African American,78705,David,10
Nov,2017-138743,07/28/2017 12:00:00 AM,Thu,0,0,1,1,Unknown,Destruction,Park/Playground,Anti-Asian,78757,Charlie,10
Mar,2017-684730,03/28/2017 12:00:00 AM,Mon,0,3,2,1,Black or African American/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,David,7
Dec,2017-744120,12-11-2017 00:00,Sun,2,3,1,2,Asian,Destruction,Other,Anti-Black or African American,78704,Edward,1
Apr,2017-205906,04/21/2017 12:00:00 AM,Thu,2,2,1,3,White/Not Hispanic,Vandalism,Other,Anti-Black or African American,78705,Ida,10
May,2017-632429,10/29/2017 12:00:00 AM,Sat,0,3,0,1,Other,Theft,Other,Anti-Jewish,78701,Charlie,4
May,2017-672881,05-11-2017 00:00,Wed,0,1,1,0,Other,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78704,Charlie,4
Sep,2017-678296,06/25/2017 12:00:00 AM,Sat,2,2,0,2,White/Not Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78757,Henry,7
Mar,2017-530879,06-06-2017 00:00,Mon,2,1,2,3,White/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78757,Charlie,2
